,NAME,Year,Units in All Multi-Family Structures,Units in Multi-Family Structures,Units in Single-Family Structures
2843,Williamson Unincorporated,1993,,0,628
2844,Williamson Unincorporated,1994,,0,635
2845,Williamson Unincorporated,1995,,2,533
2846,Williamson Unincorporated,1996,,200,653
2847,Williamson Unincorporated,1997,,0,603
2848,Williamson Unincorporated,1998,,0,566
2849,Williamson Unincorporated,1999,,0,496
2850,Williamson Unincorporated,2000,,0,430
2851,Williamson Unincorporated,2001,,0,413
2852,Williamson Unincorporated,2002,,0,352
2853,Williamson Unincorporated,2003,,0,338
2854,Williamson Unincorporated,2004,,0,360
2855,Williamson Unincorporated,2005,,0,431
2856,Williamson Unincorporated,2006,,0,389
2857,Williamson Unincorporated,2007,,0,320
2858,Williamson Unincorporated,2008,,0,193
2859,Williamson Unincorporated,2009,,0,139
2860,Williamson Unincorporated,2010,,0,129
2861,Williamson Unincorporated,2011,,0,157
2862,Williamson Unincorporated,2012,,0,239
2863,Williamson Unincorporated,2013,,0,433
2864,Williamson Unincorporated,2014,,0,426
2865,Williamson Unincorporated,2015,,0,432
2866,Williamson Unincorporated,2016,,0,443
2867,Williamson Unincorporated,2017,,0,399
2868,Williamson Unincorporated,2018,,0,392
2869,Williamson Unincorporated,2019,,0,530
2870,Williamson Unincorporated,2020,,0,522
2871,Williamson Unincorporated,2021,,0,813
2872,Williamson Unincorporated,2022,0,,585
2873,Williamson Unincorporated,2023,0,,597
2874,"Wilson County, Tennessee",1980,,24,226
2875,"Wilson County, Tennessee",1981,,0,158
2876,"Wilson County, Tennessee",1982,,52,225
2877,"Wilson County, Tennessee",1983,,275,487
2878,"Wilson County, Tennessee",1984,,18,527
2879,"Wilson County, Tennessee",1985,,68,577
2880,"Wilson County, Tennessee",1986,,52,1005
2881,"Wilson County, Tennessee",1987,,465,959
2882,"Wilson County, Tennessee",1988,,74,664
2883,"Wilson County, Tennessee",1989,,164,542
2884,"Wilson County, Tennessee",1990,,55,520
2885,"Wilson County, Tennessee",1991,,34,423
2886,"Wilson County, Tennessee",1992,,19,522
2887,"Wilson County, Tennessee",1993,,36,663
2888,"Wilson County, Tennessee",1994,,26,795
2889,"Wilson County, Tennessee",1995,,32,825
2890,"Wilson County, Tennessee",1996,,495,850
2891,"Wilson County, Tennessee",1997,,176,879
2892,"Wilson County, Tennessee",1998,,49,1024
2893,"Wilson County, Tennessee",1999,,57,1068
2894,"Wilson County, Tennessee",2000,,66,758
2895,"Wilson County, Tennessee",2001,,48,804
2896,"Wilson County, Tennessee",2002,,32,913
2897,"Wilson County, Tennessee",2003,,248,1136
2898,"Wilson County, Tennessee",2004,,50,1039
2899,"Wilson County, Tennessee",2005,,51,1377
2900,"Wilson County, Tennessee",2006,,30,1143
2901,"Wilson County, Tennessee",2007,,2,1245
2902,"Wilson County, Tennessee",2008,,386,749
2903,"Wilson County, Tennessee",2009,,13,498
2904,"Wilson County, Tennessee",2010,,301,627
2905,"Wilson County, Tennessee",2011,,49,628
2906,"Wilson County, Tennessee",2012,,57,735
2907,"Wilson County, Tennessee",2013,,165,921
2908,"Wilson County, Tennessee",2014,,629,920
2909,"Wilson County, Tennessee",2015,,420,937
2910,"Wilson County, Tennessee",2016,,182,1199
2911,"Wilson County, Tennessee",2017,,866,1370
2912,"Wilson County, Tennessee",2018,,74,1309
2913,"Wilson County, Tennessee",2019,,184,1728
2914,"Wilson County, Tennessee",2020,,539,1810
2915,"Wilson County, Tennessee",2021,,0,2371
2916,"Wilson County, Tennessee",2022,266,,2083
2917,"Wilson County, Tennessee",2023,38,,1836
2918,Wilson Unincorporated,1980,,20,222
2919,Wilson Unincorporated,1981,,0,158
2920,Wilson Unincorporated,1982,,48,211
2921,Wilson Unincorporated,1983,,262,466
2922,Wilson Unincorporated,1984,,0,480
2923,Wilson Unincorporated,1985,,6,514
2924,Wilson Unincorporated,1986,,10,912
2925,Wilson Unincorporated,1987,,297,882
2926,Wilson Unincorporated,1988,,6,540
2927,Wilson Unincorporated,1989,,2,437
2928,Wilson Unincorporated,1990,,0,408
2929,Wilson Unincorporated,1991,,0,301
2930,Wilson Unincorporated,1992,,0,402
2931,Wilson Unincorporated,1993,,0,509
2932,Wilson Unincorporated,1994,,0,555
2933,Wilson Unincorporated,1995,,2,551
2934,Wilson Unincorporated,1996,,180,552
2935,Wilson Unincorporated,1997,,16,574
2936,Wilson Unincorporated,1998,,17,618
2937,Wilson Unincorporated,1999,,2,671
2938,Wilson Unincorporated,2000,,34,383
2939,Wilson Unincorporated,2001,,0,405
2940,Wilson Unincorporated,2002,,0,340
2941,Wilson Unincorporated,2003,,0,433
2942,Wilson Unincorporated,2004,,0,492
2943,Wilson Unincorporated,2005,,0,624
2944,Wilson Unincorporated,2006,,0,583
2945,Wilson Unincorporated,2007,,0,476
2946,Wilson Unincorporated,2008,,0,226
2947,Wilson Unincorporated,2009,,0,166
2948,Wilson Unincorporated,2010,,0,146
2949,Wilson Unincorporated,2011,,0,166
2950,Wilson Unincorporated,2012,,0,202
2951,Wilson Unincorporated,2013,,0,319
2952,Wilson Unincorporated,2014,,0,284
2953,Wilson Unincorporated,2015,,0,324
2954,Wilson Unincorporated,2016,,2,450
2955,Wilson Unincorporated,2017,,2,392
2956,Wilson Unincorporated,2018,,2,402
2957,Wilson Unincorporated,2019,,0,378
2958,Wilson Unincorporated,2020,,0,423
2959,Wilson Unincorporated,2021,,0,504
2960,Wilson Unincorporated,2022,0,,383
2961,Wilson Unincorporated,2023,0,,368
